battery_current_A,battery_voltage_V,state_of_charge_percent,ambient_temperature_C,battery_temperature_C,coolant_inlet_temperature_C,coolant_flow_rate_kg_s,coolant_pressure_Pa,nanoparticle_concentration_percent,reynolds_number,heat_transfer_coefficient_W_m2K,microchannel_width_mm,microchannel_height_mm,discharge_rate_C,max_battery_temperature_C,temperature_rise_C,thermal_risk_score,thermal_risk_label,hotspot_risk_score
3.885,3.469,30.54,23.34,25.23,24.6,0.031,192728.9,2.753,8000.0,20760.73,0.578,0.276,0.99,23.73,0.38,0.0,NORMAL,0.0
7.9,3.887,93.36,29.29,37.27,25.39,0.01372,147369.3,1.091,8000.0,20649.33,0.365,0.453,1.968,34.74,5.45,0.0,NORMAL,4.27
4.165,3.554,92.29,26.07,29.67,20.66,0.02775,112938.6,3.905,8000.0,20842.2,0.463,0.277,1.283,28.41,2.34,0.0,NORMAL,0.0
11.455,3.95,36.67,30.94,42.42,34.16,0.01923,164625.2,3.922,8000.0,20949.64,0.793,0.453,3.957,38.04,7.1,22.62,NORMAL,21.2
8.421,3.468,73.02,30.11,37.1,24.27,0.0264,183186.2,0.198,8000.0,20578.61,0.861,0.213,1.747,35.44,5.33,11.93,NORMAL,2.74
8.25,3.955,71.8,27.01,36.32,28.75,0.02082,181808.9,2.71,8000.0,20658.29,0.631,0.525,2.319,30.9,3.89,0.0,NORMAL,4.31
9.959,3.358,47.96,36.08,44.64,29.54,0.01127,176214.9,0.409,8000.0,20421.01,0.678,0.572,3.854,48.17,12.08,73.59,HIGH,51.39
4.455,3.652,74.24,30.9,32.9,22.3,0.02241,91056.8,0.581,8000.0,20535.1,0.611,0.643,1.917,32.49,1.59,0.0,NORMAL,0.0
4.137,3.392,90.57,33.95,39.31,22.6,0.01227,135808.6,0.283,8000.0,20670.08,0.418,0.203,2.043,37.25,3.3,15.82,NORMAL,7.77
7.971,3.716,79.71,38.07,44.61,32.49,0.01458,131465.4,3.798,8000.0,21028.3,0.604,0.764,3.446,46.57,8.5,61.63,HIGH,43.16
12.153,3.9,59.55,33.33,43.39,34.93,0.01138,198137.4,2.836,8000.0,20472.12,0.603,0.395,2.644,46.37,13.03,64.45,HIGH,54.34
10.329,3.727,67.17,35.47,43.53,30.84,0.00767,97688.9,2.531,8000.0,20772.69,0.819,0.206,3.619,48.06,12.59,65.89,HIGH,51.16
3.565,3.36,85.4,29.88,34.16,24.34,0.0263,135088.4,1.065,8000.0,20609.07,0.344,0.607,0.654,33.09,3.21,0.0,NORMAL,0.0
7.628,4.121,77.48,31.14,38.73,24.99,0.01374,167696.1,0.114,8000.0,20435.5,0.476,0.684,1.386,34.25,3.11,0.95,NORMAL,6.76
2.02,3.205,94.51,28.08,31.22,19.2,0.03588,87737.2,1.115,8000.0,20598.62,0.699,0.478,1.221,28.08,0.0,0.0,NORMAL,0.0
8.86,3.931,85.57,37.69,47.17,30.68,0.00718,187190.4,1.599,8000.0,20605.51,0.453,0.678,2.327,46.44,8.75,62.85,HIGH,44.03
4.932,3.923,15.15,25.79,31.27,22.45,0.02751,164795.4,4.322,8000.0,20914.52,0.61,0.216,1.469,27.94,2.15,0.0,NORMAL,0.0
3.264,4.096,74.49,25.63,28.39,18.12,0.02764,96387.6,0.735,8000.0,20559.53,0.645,0.316,1.031,26.81,1.18,0.0,NORMAL,0.0
1.19,4.061,22.05,25.11,26.98,21.31,0.0252,162230.8,1.049,8000.0,20516.32,0.411,0.475,1.468,25.56,0.45,0.0,NORMAL,0.0
4.928,3.35,85.04,27.79,33.17,24.29,0.02762,156393.1,0.69,8000.0,20550.29,0.519,0.477,1.27,30.45,2.66,0.0,NORMAL,0.0
6.906,4.146,19.01,31.57,38.58,29.63,0.01813,94527.9,3.913,8000.0,20869.95,0.713,0.615,2.181,36.1,4.54,3.44,NORMAL,3.72
4.952,3.351,35.88,25.87,29.47,20.25,0.03437,195754.5,0.721,8000.0,20626.95,0.839,0.479,0.722,28.07,2.2,0.0,NORMAL,0.0
3.308,3.764,38.32,20.87,24.22,18.66,0.03898,140872.9,0.505,8000.0,20564.11,0.631,0.786,1.307,22.0,0.6,0.0,NORMAL,0.0
11.39,3.356,93.95,38.61,48.97,30.74,0.0087,144246.2,2.55,8000.0,20818.02,0.309,0.403,2.219,49.54,10.93,76.01,CRITICAL,55.65
12.021,3.579,98.93,34.93,46.62,31.27,0.00885,162062.4,2.532,8000.0,20790.96,0.77,0.232,2.274,47.39,12.45,73.22,HIGH,54.65
1.157,3.993,58.49,26.31,27.75,23.14,0.03452,104125.0,2.218,8000.0,20833.16,0.554,0.664,0.525,27.37,1.06,0.0,NORMAL,0.0
4.462,4.136,56.98,21.58,25.97,21.61,0.03453,151264.5,4.276,8000.0,20903.28,0.619,0.506,1.103,22.0,0.0,0.0,NORMAL,0.0
10.654,3.521,58.63,35.99,45.86,39.3,0.00998,119116.4,2.784,8000.0,20851.97,0.937,0.414,4.212,47.39,11.4,66.56,HIGH,49.56
8.169,3.636,67.61,32.24,40.43,22.74,0.02389,185591.3,0.119,8000.0,20517.88,0.595,0.649,2.474,37.74,5.51,16.35,NORMAL,7.82
4.388,4.002,16.2,33.16,37.05,22.95,0.02849,187512.2,1.581,8000.0,20780.19,0.94,0.222,1.541,36.89,3.73,12.74,NORMAL,0.0
1.795,3.796,36.68,27.73,30.4,18.69,0.03668,170782.8,3.876,8000.0,20916.93,0.49,0.681,1.347,29.37,1.64,0.0,NORMAL,0.0
2.527,4.098,65.07,26.46,29.05,22.2,0.02098,100361.0,0.707,8000.0,20494.13,0.785,0.249,1.419,28.64,2.17,0.0,NORMAL,0.0
1.574,3.529,31.13,27.47,28.24,18.65,0.04,136549.8,4.23,8000.0,20918.2,0.604,0.356,0.628,28.4,0.93,0.0,NORMAL,0.0
7.427,3.388,64.84,32.77,39.18,26.77,0.0151,195512.3,2.572,8000.0,20741.37,0.958,0.529,1.387,38.2,5.43,18.49,NORMAL,10.65
3.522,3.748,91.06,27.21,30.02,24.47,0.01936,123401.8,1.648,8000.0,20599.14,0.818,0.24,1.08,30.53,3.33,0.0,NORMAL,0.0
1.666,3.667,79.16,25.65,27.28,19.18,0.03782,118948.2,1.1,8000.0,20572.62,0.478,0.532,1.42,26.43,0.78,0.0,NORMAL,0.0
5.193,4.081,58.03,31.02,35.83,26.18,0.02462,106225.2,1.611,8000.0,20493.81,0.62,0.238,1.506,33.71,2.69,0.0,NORMAL,0.0
11.33,3.289,35.1,39.11,50.33,33.7,0.01285,88640.4,0.27,8000.0,20479.84,0.943,0.254,4.382,54.7,15.59,100.0,CRITICAL,64.89
7.63,3.245,47.05,33.53,39.75,34.16,0.0164,89105.8,2.793,8000.0,20833.96,0.766,0.209,3.261,39.75,6.22,31.64,CAUTION,17.95
4.848,3.374,17.73,25.29,31.11,21.92,0.02155,100980.2,1.281,8000.0,20672.59,0.905,0.324,1.38,26.43,1.14,0.0,NORMAL,0.0
3.158,3.872,23.06,27.69,30.35,24.2,0.02213,129390.7,4.374,8000.0,20896.35,0.523,0.611,1.273,28.28,0.6,0.0,NORMAL,5.01
4.566,3.525,99.87,29.48,35.21,23.49,0.03969,147394.4,0.713,8000.0,20600.57,0.833,0.3,0.958,31.7,2.22,0.0,NORMAL,0.0
3.613,3.297,92.51,24.32,28.38,22.1,0.0341,143592.7,2.32,8000.0,20833.46,0.396,0.248,1.342,25.79,1.47,0.0,NORMAL,0.0
8.986,4.086,65.58,27.49,34.53,25.66,0.01642,131174.7,3.621,8000.0,20803.24,0.897,0.79,1.963,32.55,5.06,0.0,NORMAL,9.71
2.356,3.962,66.62,23.35,24.78,18.28,0.01642,184322.0,3.763,8000.0,20759.66,0.682,0.779,0.877,23.84,0.49,0.0,NORMAL,0.0
7.625,4.084,35.26,28.11,35.05,23.57,0.01163,179309.3,1.104,8000.0,20612.06,0.338,0.342,1.032,33.61,5.5,0.0,NORMAL,0.0
7.289,3.312,45.23,39.46,45.88,31.73,0.01091,127053.7,4.76,8000.0,21083.0,0.489,0.267,3.137,49.32,9.86,77.86,CRITICAL,62.14
10.564,3.515,28.46,42.02,54.02,31.53,0.00631,141094.9,4.744,8000.0,21076.5,0.648,0.706,4.939,58.61,16.59,100.0,CRITICAL,82.9
3.515,3.825,95.53,21.52,25.22,22.33,0.03176,186273.7,2.078,8000.0,20692.2,0.661,0.579,0.626,22.0,0.0,0.0,NORMAL,0.0
1.871,3.279,83.36,28.23,32.3,23.17,0.02331,102482.5,2.295,8000.0,20789.05,0.819,0.212,0.605,29.72,1.49,0.0,NORMAL,0.0
3.456,4.192,36.43,26.0,29.85,24.12,0.03116,122347.8,1.671,8000.0,20665.54,0.687,0.665,1.186,26.93,0.93,0.0,NORMAL,0.0
3.275,4.193,42.63,24.01,26.34,23.32,0.02148,151940.7,1.98,8000.0,20856.68,0.85,0.678,1.266,24.01,0.0,0.0,NORMAL,0.0
2.12,3.719,11.0,24.8,27.85,18.6,0.03069,133582.4,3.954,8000.0,20939.32,0.869,0.202,1.239,25.27,0.47,0.0,NORMAL,0.0
2.786,4.194,34.11,28.12,31.19,18.6,0.02667,146942.7,2.55,8000.0,20631.03,0.725,0.409,1.497,28.12,0.0,0.0,NORMAL,0.0
9.197,4.137,33.88,34.9,43.36,31.77,0.01796,84844.8,4.472,8000.0,20916.06,0.451,0.419,2.147,42.83,7.93,46.83,CAUTION,42.22
2.664,3.809,23.83,23.97,26.87,21.33,0.02797,138788.3,2.054,8000.0,20711.46,0.759,0.245,0.528,23.97,0.0,0.0,NORMAL,0.0
11.729,3.285,92.39,41.59,52.04,38.85,0.01072,194905.0,3.468,8000.0,20769.08,0.607,0.495,3.822,53.82,12.24,100.0,CRITICAL,73.65
2.456,3.326,12.08,23.98,27.13,21.08,0.02395,192902.9,3.672,8000.0,20886.63,0.354,0.29,1.366,25.0,1.02,0.0,NORMAL,0.0
4.203,3.497,60.46,25.92,30.6,21.35,0.02677,163413.9,1.672,8000.0,20626.65,0.634,0.209,1.434,27.19,1.27,0.0,NORMAL,0.0
1.172,4.024,47.56,21.97,23.76,21.18,0.01968,192101.1,4.558,8000.0,21008.32,0.867,0.22,1.04,22.0,0.0,0.0,NORMAL,0.0
2.133,3.74,46.03,20.21,20.47,20.37,0.03116,170850.7,2.545,8000.0,20673.54,0.605,0.589,0.975,22.0,0.34,0.0,NORMAL,0.0
4.106,4.031,23.55,21.46,25.14,24.45,0.03837,102614.0,2.536,8000.0,20732.41,0.556,0.696,0.591,22.0,0.27,0.0,NORMAL,0.0
12.033,3.912,81.38,39.2,49.76,31.17,0.01031,162408.2,0.249,8000.0,20621.66,0.436,0.274,4.702,56.43,17.23,100.0,CRITICAL,75.7
1.459,4.015,39.17,21.31,21.82,20.1,0.03005,198816.3,4.248,8000.0,20932.62,0.689,0.306,1.281,22.0,0.0,0.0,NORMAL,2.61
1.648,3.466,71.59,21.23,22.05,21.72,0.03715,158593.9,3.051,8000.0,20823.57,0.479,0.54,1.241,22.12,0.88,0.0,NORMAL,0.0
7.864,3.901,38.43,27.83,34.85,22.7,0.01876,176681.8,1.146,8000.0,20539.0,0.734,0.43,1.878,32.6,4.76,0.0,NORMAL,2.19
2.949,3.277,91.76,28.47,30.82,24.11,0.02693,163369.9,1.574,8000.0,20632.52,0.304,0.409,0.552,28.77,0.3,0.0,NORMAL,0.0
7.95,3.89,30.47,29.93,38.46,23.23,0.02697,84470.4,1.835,8000.0,20640.75,0.553,0.474,1.257,32.72,2.79,0.0,NORMAL,0.0
2.107,3.687,84.9,21.24,24.28,23.79,0.03073,82219.1,4.172,8000.0,20906.31,0.832,0.518,0.959,22.0,0.0,0.0,NORMAL,0.0
9.768,3.535,76.92,39.71,50.35,29.23,0.01407,169515.5,4.03,8000.0,21090.6,0.32,0.679,3.192,48.82,9.11,75.69,CRITICAL,56.28
1.76,3.896,88.31,25.77,28.67,21.39,0.02012,116723.6,2.703,8000.0,20826.48,0.37,0.682,1.221,26.54,0.78,0.0,NORMAL,0.0
2.425,3.207,98.81,24.39,25.5,20.24,0.01852,137688.4,3.923,8000.0,20915.78,0.979,0.576,0.722,25.04,0.66,0.0,NORMAL,0.0
8.345,3.972,62.0,33.05,39.58,25.94,0.01176,119505.4,2.837,8000.0,20750.91,0.306,0.302,1.152,39.22,6.17,26.67,CAUTION,19.68
8.664,3.736,75.69,38.23,44.01,28.76,0.01779,103794.3,0.741,8000.0,20531.38,0.833,0.297,2.972,45.89,7.65,62.78,HIGH,44.99
4.88,3.631,61.35,27.67,32.18,21.29,0.03851,116610.2,1.108,8000.0,20620.9,0.552,0.559,1.232,28.42,0.75,0.0,NORMAL,0.0
4.744,3.73,90.49,29.97,36.36,25.91,0.02719,132521.3,1.621,8000.0,20708.8,0.502,0.523,2.223,32.47,2.5,0.0,NORMAL,10.24
3.929,3.472,65.52,22.47,26.04,20.95,0.02966,115094.3,1.138,8000.0,20622.78,0.799,0.36,0.731,22.71,0.24,0.0,NORMAL,0.0
1.644,3.817,86.15,27.61,28.31,19.33,0.02801,195887.0,4.499,8000.0,20896.92,0.893,0.583,1.032,27.64,0.03,0.0,NORMAL,0.0
1.965,3.429,33.81,26.93,28.36,23.69,0.01943,193318.3,0.976,8000.0,20609.64,0.605,0.486,1.352,29.73,2.8,0.0,NORMAL,0.0
7.94,4.127,14.05,33.15,40.92,28.17,0.01704,93082.6,0.482,8000.0,20606.67,0.3,0.391,1.873,40.24,7.09,29.21,CAUTION,23.67
2.92,3.98,18.89,22.22,24.52,21.54,0.02644,108378.7,4.176,8000.0,21016.11,0.919,0.645,0.902,22.22,0.0,0.0,NORMAL,0.0
8.488,4.084,68.73,29.11,37.57,23.94,0.02925,94562.8,0.705,8000.0,20658.76,0.93,0.609,1.427,32.95,3.84,0.0,NORMAL,2.06
1.044,3.915,85.18,28.5,30.88,20.85,0.03205,151170.2,0.023,8000.0,20470.11,0.715,0.524,1.454,29.99,1.49,0.0,NORMAL,0.0
10.263,3.281,31.8,38.32,48.17,34.08,0.00654,145403.2,3.395,8000.0,20628.29,0.468,0.771,3.771,53.27,14.95,96.89,CRITICAL,74.86
10.704,3.721,63.12,30.32,38.87,34.64,0.00568,95362.2,0.752,7167.3,18397.33,0.978,0.595,2.217,42.71,12.39,47.31,CAUTION,33.26
2.706,3.904,57.28,27.16,30.14,21.37,0.03483,157933.4,1.986,8000.0,20599.87,0.605,0.787,0.502,29.18,2.03,0.0,NORMAL,0.0
4.694,3.817,69.3,25.21,28.95,21.64,0.03074,122329.7,1.624,8000.0,20677.08,0.936,0.513,1.289,27.22,2.01,0.0,NORMAL,0.0
4.793,3.885,30.74,24.96,30.0,22.6,0.0159,136343.8,4.811,8000.0,20898.85,0.47,0.528,1.392,26.52,1.56,0.0,NORMAL,0.0
12.47,3.736,29.99,38.99,51.08,33.67,0.01208,167055.7,0.493,8000.0,20492.24,0.939,0.424,2.97,54.3,15.31,100.0,CRITICAL,79.6
2.34,3.833,80.16,29.37,31.09,23.4,0.01686,83337.2,0.286,8000.0,20498.65,0.826,0.236,0.751,30.42,1.05,0.0,NORMAL,0.0
6.024,3.761,14.37,28.56,35.72,26.57,0.02961,186371.4,3.888,8000.0,21141.6,0.611,0.78,1.481,31.05,2.49,0.0,NORMAL,0.0
4.968,3.278,72.46,23.44,27.6,21.01,0.02029,93574.0,1.666,8000.0,20791.43,0.332,0.546,0.914,23.95,0.52,0.0,NORMAL,0.0
7.372,3.785,16.44,30.01,38.33,31.06,0.01619,144990.0,2.814,8000.0,20751.28,0.567,0.392,2.906,35.93,5.93,11.5,NORMAL,22.45
3.072,3.666,19.29,24.46,28.23,23.63,0.03439,193147.5,0.05,8000.0,20652.11,0.903,0.241,1.027,26.21,1.76,0.0,NORMAL,0.0
8.19,3.705,31.86,27.12,34.23,29.54,0.02662,194429.6,4.946,8000.0,21004.82,0.771,0.284,1.687,30.44,3.31,0.0,NORMAL,3.54
12.715,3.275,40.73,39.93,51.2,34.26,0.01492,169946.4,3.259,8000.0,20766.98,0.509,0.783,4.529,54.07,14.14,100.0,CRITICAL,78.39
1.66,4.104,98.81,28.34,30.31,20.26,0.01863,156494.4,3.278,8000.0,20863.32,0.72,0.423,1.21,28.74,0.4,0.0,NORMAL,0.0
10.319,4.039,51.08,37.31,48.15,29.52,0.00734,140747.6,3.749,8000.0,20798.84,0.953,0.694,3.561,50.29,12.98,80.11,CRITICAL,67.48
3.976,3.25,48.61,21.16,24.65,20.38,0.02865,99080.2,1.816,8000.0,20524.67,0.577,0.326,0.998,22.0,0.0,0.0,NORMAL,0.0
4.185,4.099,79.38,20.55,24.2,21.55,0.03115,138765.3,2.008,8000.0,20534.57,0.458,0.256,1.277,22.0,0.0,0.0,NORMAL,0.0
12.234,4.044,34.27,32.02,44.07,34.93,0.00782,120069.0,2.188,8000.0,20808.47,0.893,0.695,3.602,47.37,15.35,76.76,CRITICAL,55.46
4.164,3.977,63.73,30.53,34.76,23.18,0.01816,188969.8,3.969,8000.0,20884.59,0.678,0.61,1.252,34.17,3.64,0.55,NORMAL,0.0
4.969,4.13,72.98,25.61,29.34,25.63,0.02439,81655.9,0.419,8000.0,20454.56,0.7,0.762,1.012,26.6,0.99,0.0,NORMAL,0.0
1.182,3.86,87.05,29.39,29.48,21.07,0.02161,152414.1,1.444,8000.0,20673.25,0.948,0.673,1.166,30.91,1.52,0.0,NORMAL,0.0
2.957,3.323,21.02,25.7,29.34,24.85,0.02975,180569.6,3.905,8000.0,20771.24,0.582,0.512,1.357,27.07,1.37,0.0,NORMAL,0.0
3.907,3.36,68.93,29.89,32.78,23.17,0.03196,85473.3,0.344,8000.0,20446.91,0.813,0.601,1.051,33.31,3.42,0.0,NORMAL,0.0
7.774,3.272,10.43,25.24,31.58,24.17,0.01455,149221.2,4.741,8000.0,21009.33,0.906,0.693,1.191,29.22,3.98,0.0,NORMAL,3.25
4.621,3.619,54.71,27.23,32.31,19.7,0.02566,145062.7,2.764,8000.0,20926.67,0.718,0.776,0.643,27.55,0.33,0.0,NORMAL,0.13
4.319,3.364,42.46,29.18,35.61,24.67,0.02541,86710.9,0.61,8000.0,20453.41,0.724,0.41,0.664,32.47,3.29,0.0,NORMAL,5.14
3.628,3.235,83.33,28.68,34.07,22.84,0.02024,164536.0,0.984,8000.0,20509.45,0.646,0.697,0.858,29.98,1.3,0.0,NORMAL,0.0
1.55,3.717,75.45,28.4,30.29,21.49,0.02262,129877.2,1.029,8000.0,20587.29,0.363,0.375,1.255,29.44,1.04,0.0,NORMAL,0.0
4.197,3.507,72.24,29.35,34.63,19.36,0.03475,133236.2,0.931,8000.0,20643.58,0.499,0.551,0.852,30.24,0.89,0.0,NORMAL,0.0
4.614,3.399,25.26,26.86,29.48,23.07,0.0335,86404.2,2.595,8000.0,20784.54,0.568,0.572,0.653,27.75,0.89,0.0,NORMAL,0.0
11.454,3.901,37.91,33.45,44.1,30.43,0.0174,127152.3,4.045,8000.0,20867.17,0.477,0.201,3.48,43.2,9.75,48.87,CAUTION,41.68
5.04,3.773,35.89,33.88,38.46,29.04,0.01921,92141.8,0.814,8000.0,20568.7,0.491,0.596,1.931,37.48,3.6,11.57,NORMAL,11.03
1.544,3.752,27.46,28.11,29.25,24.81,0.01606,166145.7,0.252,8000.0,20542.42,0.911,0.502,0.991,29.32,1.22,0.0,NORMAL,0.0
7.89,3.553,47.92,27.15,34.86,28.4,0.02871,173792.3,0.171,8000.0,20656.24,0.713,0.414,2.386,29.53,2.38,0.0,NORMAL,3.05
7.763,3.955,48.27,31.86,40.22,29.51,0.01871,99680.0,0.626,8000.0,20633.15,0.959,0.632,3.508,38.81,6.94,22.47,NORMAL,17.9
2.843,3.352,41.49,21.55,23.95,18.13,0.03106,93670.0,1.008,8000.0,20534.04,0.617,0.601,0.978,22.0,0.0,0.0,NORMAL,0.0
3.572,3.644,81.47,26.4,29.91,18.94,0.03739,196342.6,2.049,8000.0,20583.06,0.741,0.585,0.955,27.44,1.04,0.0,NORMAL,0.0
1.205,3.587,72.15,24.96,25.52,24.73,0.02167,133964.4,3.712,8000.0,20922.48,0.7,0.462,1.033,24.96,0.0,0.0,NORMAL,0.0
2.015,3.996,81.54,22.7,22.18,21.75,0.03807,168550.1,0.122,8000.0,20410.33,0.959,0.3,1.311,22.7,0.0,0.0,NORMAL,0.0
7.114,3.386,82.74,33.55,40.6,32.78,0.01267,107388.4,1.414,8000.0,20674.27,0.382,0.618,2.448,39.13,5.57,28.06,CAUTION,26.92
11.962,4.187,29.86,40.37,52.63,31.96,0.00746,99432.7,0.128,8000.0,20571.91,0.518,0.777,4.52,59.3,18.93,100.0,CRITICAL,74.34
4.223,3.359,95.16,20.37,25.0,21.89,0.01531,117062.4,4.958,8000.0,21078.44,0.826,0.665,0.651,22.0,0.0,0.0,NORMAL,0.0
7.0,3.64,68.54,30.31,35.44,23.55,0.02058,169602.4,3.468,8000.0,20758.79,0.842,0.371,1.621,35.05,4.74,4.58,NORMAL,9.98
4.305,3.807,81.84,29.81,32.36,23.54,0.02436,143461.4,0.995,8000.0,20663.99,0.376,0.426,1.041,30.73,0.92,0.0,NORMAL,0.0
4.965,3.623,93.55,28.21,31.29,22.9,0.01373,180204.9,0.51,8000.0,20638.24,0.688,0.522,2.41,30.53,2.32,0.0,NORMAL,0.0
10.278,4.076,83.37,35.87,46.06,33.05,0.00747,81247.6,1.415,8000.0,20621.49,0.473,0.75,3.194,48.79,12.92,78.96,CRITICAL,65.35
1.969,3.844,60.37,29.48,30.67,21.97,0.01543,145969.2,3.682,8000.0,20795.87,0.894,0.71,0.728,31.17,1.68,0.0,NORMAL,5.16
1.811,3.881,53.19,26.29,27.44,19.26,0.0257,131242.2,4.987,8000.0,20997.24,0.831,0.352,0.729,26.98,0.7,0.0,NORMAL,0.0
6.144,4.081,59.31,26.37,32.63,28.53,0.01398,99504.6,1.33,8000.0,20640.29,0.689,0.368,1.507,30.93,4.57,0.0,NORMAL,2.69
13.647,3.329,88.7,36.67,50.6,32.27,0.00526,122897.4,4.059,7221.4,19034.47,0.739,0.715,3.166,54.81,18.14,100.0,CRITICAL,70.97
2.921,3.647,15.95,24.0,26.55,18.55,0.03481,138867.0,4.155,8000.0,20920.49,0.948,0.618,1.471,24.0,0.0,0.0,NORMAL,0.0
1.636,3.602,44.83,20.27,22.75,18.54,0.02824,126247.4,3.383,8000.0,20862.59,0.302,0.684,0.638,22.0,0.0,0.0,NORMAL,0.0
1.239,3.951,35.59,21.18,23.25,24.79,0.01548,189028.1,2.569,8000.0,20810.92,0.742,0.231,1.169,22.0,0.1,0.0,NORMAL,0.0
5.904,4.042,50.19,28.37,35.46,25.36,0.02036,124433.9,4.642,8000.0,20950.19,0.351,0.61,1.712,29.61,1.24,0.0,NORMAL,0.0
6.432,3.65,64.19,28.4,34.66,27.37,0.01055,184963.5,3.284,8000.0,20837.34,0.966,0.736,1.483,31.36,2.96,0.0,NORMAL,0.62
10.704,3.317,79.52,36.69,46.52,34.17,0.0121,150082.2,2.603,8000.0,20689.27,0.551,0.526,3.882,47.61,10.92,71.37,HIGH,57.26
9.664,3.961,10.76,34.78,43.5,29.52,0.00824,178073.5,3.053,8000.0,20805.97,0.482,0.654,3.266,45.25,10.47,56.48,HIGH,50.12
10.059,3.983,48.84,30.69,41.48,31.25,0.0169,150942.3,3.863,8000.0,20869.46,0.304,0.267,2.473,36.76,6.08,19.21,NORMAL,14.72
7.16,3.475,36.13,30.61,40.2,32.49,0.01935,173492.9,0.657,8000.0,20555.49,0.308,0.692,3.839,37.42,6.82,19.25,NORMAL,16.79
1.74,3.371,76.26,23.68,24.57,21.76,0.03463,106015.8,4.165,8000.0,20827.47,0.979,0.232,0.805,23.68,0.0,0.0,NORMAL,0.0
7.898,3.341,34.7,28.61,34.26,25.34,0.01858,91323.2,4.243,8000.0,20921.39,0.844,0.513,2.304,31.4,2.79,0.0,NORMAL,0.92
2.956,3.301,31.07,25.92,29.39,24.51,0.02644,153708.0,1.761,8000.0,20621.17,0.958,0.32,1.394,26.77,0.85,0.0,NORMAL,0.0
2.575,3.49,25.56,23.25,24.49,23.94,0.01553,111024.5,0.323,8000.0,20524.28,0.572,0.799,0.795,23.25,0.0,0.0,NORMAL,0.0
10.396,3.916,55.29,38.34,47.15,39.33,0.01244,135975.4,3.895,8000.0,20896.35,0.514,0.579,3.501,50.47,12.13,83.67,CRITICAL,57.92
8.084,3.486,14.69,28.2,34.68,29.39,0.01494,108962.6,4.376,8000.0,21077.17,0.815,0.798,1.684,32.44,4.24,0.0,NORMAL,3.78
10.594,4.038,72.8,44.52,54.73,37.74,0.01212,156900.2,2.893,8000.0,20742.27,0.781,0.65,4.627,58.25,13.73,100.0,CRITICAL,75.35
2.357,3.534,89.58,22.96,23.64,23.22,0.01954,167040.4,3.74,8000.0,20813.02,0.966,0.492,0.881,22.96,0.0,0.0,NORMAL,0.0
6.375,3.905,27.63,33.86,40.89,23.75,0.01312,140471.4,3.82,8000.0,20866.38,0.449,0.746,2.318,40.11,6.25,32.14,CAUTION,19.91
2.643,3.412,54.55,21.19,23.66,23.05,0.03344,123807.8,1.45,8000.0,20569.04,0.698,0.356,1.189,22.0,0.0,0.0,NORMAL,4.57
2.881,3.314,89.22,28.43,31.74,23.71,0.03984,153294.7,0.566,8000.0,20386.42,0.712,0.785,1.106,28.43,0.0,0.0,NORMAL,0.0
3.889,3.441,86.72,21.23,24.33,20.93,0.02264,181351.6,4.393,8000.0,20912.63,0.798,0.29,1.333,22.0,0.0,0.0,NORMAL,0.0
6.314,3.826,80.38,28.31,34.07,28.43,0.01399,116097.5,1.252,8000.0,20615.55,0.977,0.506,1.163,32.07,3.76,0.0,NORMAL,3.38
3.609,3.864,26.79,29.43,32.85,23.5,0.02506,96059.5,2.169,8000.0,20728.07,0.943,0.724,1.321,30.52,1.09,0.0,NORMAL,0.0
12.882,3.82,49.33,37.86,51.15,31.12,0.01428,148857.4,4.376,8000.0,20916.62,0.821,0.571,4.95,51.46,13.6,89.94,CRITICAL,72.51
4.358,3.622,98.49,20.78,23.84,19.17,0.0306,132531.5,1.603,8000.0,20599.68,0.568,0.686,1.429,22.0,0.0,0.0,NORMAL,0.0
4.269,3.76,31.78,25.16,29.73,23.52,0.03496,145152.0,2.082,8000.0,20732.98,0.564,0.553,0.56,25.16,0.0,0.0,NORMAL,0.0
9.892,4.141,22.0,37.31,46.21,32.71,0.00977,134751.2,0.144,8000.0,20477.69,0.773,0.491,2.08,49.59,12.28,81.18,CRITICAL,66.5
1.922,3.275,47.19,24.5,26.02,21.91,0.03567,152842.5,0.382,8000.0,20493.62,0.56,0.68,1.432,24.5,0.0,0.0,NORMAL,0.0
12.884,3.283,23.6,43.87,55.0,34.66,0.00588,194290.9,3.3,8000.0,20877.84,0.823,0.423,4.726,65.0,24.22,100.0,CRITICAL,79.91
4.954,3.693,52.37,25.83,31.63,28.35,0.02221,105942.6,4.726,8000.0,20962.29,0.953,0.618,1.439,27.97,2.14,0.0,NORMAL,0.0
4.65,4.002,65.72,24.23,29.16,19.36,0.01883,109113.6,0.608,8000.0,20665.63,0.727,0.235,0.922,25.08,0.85,0.0,NORMAL,0.0
4.512,4.079,45.56,34.76,39.86,24.54,0.02513,199767.6,4.549,8000.0,20870.82,0.76,0.367,1.191,39.72,4.96,25.79,CAUTION,17.2
6.686,3.93,32.75,33.73,40.33,29.29,0.0148,197512.2,0.568,8000.0,20697.51,0.777,0.768,2.404,40.1,6.37,29.34,CAUTION,19.95
8.512,3.421,51.44,38.05,45.0,33.08,0.01303,135369.8,4.412,8000.0,20979.11,0.729,0.463,2.031,46.39,8.34,62.88,HIGH,39.08
12.034,3.959,81.17,38.41,49.16,30.27,0.0178,137845.1,4.443,8000.0,20859.76,0.659,0.586,2.598,48.86,10.45,74.7,HIGH,53.1
